NodeID,ParentID,Incident Number
Odor (Strange - Unknown).Nob Hill.Patient Declined Transport,Odor (Strange - Unknown).Nob Hill,4
Odor (Strange - Unknown).Potrero Hill.Fire,Odor (Strange - Unknown).Potrero Hill,9
Other.Potrero Hill.Code 2 Transport,Other.Potrero Hill,8
Industrial Accidents.Outer Mission.Code 3 Transport,Industrial Accidents.Outer Mission,6
Medical Incident.Inner Sunset.Medical Examiner,Medical Incident.Inner Sunset,65
Outside Fire.Western Addition.SFPD,Outside Fire.Western Addition,1
Citizen Assist - Service Call.South of Market.Code 3 Transport,Citizen Assist - Service Call.South of Market,2
Traffic Collision.Castro-Upper Market.Gone on Arrival,Traffic Collision.Castro-Upper Market,5
Gas Leak (Natural and LP Gases).Tenderloin.Fire,Gas Leak (Natural and LP Gases).Tenderloin,110
Smoke Investigation (Outside).Presidio Heights.Fire,Smoke Investigation (Outside).Presidio Heights,5
Alarms.Treasure Island.Fire,Alarms.Treasure Island,104
Alarms.South of Market.Patient Declined Transport,Alarms.South of Market,8
Fuel Spill.Marina.Fire,Fuel Spill.Marina,14
Structure Fire.Oceanview-Merced-Ingleside.Cancelled,Structure Fire.Oceanview-Merced-Ingleside,2
Traffic Collision.Treasure Island.No Merit,Traffic Collision.Treasure Island,17
Citizen Assist - Service Call.Western Addition.Patient Declined Transport,Citizen Assist - Service Call.Western Addition,2
Traffic Collision.Outer Richmond.Gone on Arrival,Traffic Collision.Outer Richmond,4
Traffic Collision.Russian Hill.Patient Declined Transport,Traffic Collision.Russian Hill,40
HazMat.Castro-Upper Market.Fire,HazMat.Castro-Upper Market,4
Industrial Accidents.Nob Hill.Against Medical Advice,Industrial Accidents.Nob Hill,8
Alarms.Bayview Hunters Point.Fire,Alarms.Bayview Hunters Point,1529
Traffic Collision.Oceanview-Merced-Ingleside.Medical Examiner,Traffic Collision.Oceanview-Merced-Ingleside,7
Traffic Collision.Bayview Hunters Point.No Merit,Traffic Collision.Bayview Hunters Point,64
Water Rescue.Tenderloin.Fire,Water Rescue.Tenderloin,29
Other.Financial District-South Beach.Against Medical Advice,Other.Financial District-South Beach,2
HazMat.Outer Richmond.Fire,HazMat.Outer Richmond,8
Industrial Accidents.Mission.Patient Declined Transport,Industrial Accidents.Mission,6
Other.Chinatown.Code 2 Transport,Other.Chinatown,5
Other.Outer Richmond.Patient Declined Transport,Other.Outer Richmond,3
Citizen Assist - Service Call.Marina.Cancelled,Citizen Assist - Service Call.Marina,8
Traffic Collision.Marina.Code 2 Transport,Traffic Collision.Marina,116
Odor (Strange - Unknown).South of Market.Unable to Locate,Odor (Strange - Unknown).South of Market,1
Traffic Collision.Portola.Code 3 Transport,Traffic Collision.Portola,8
Explosion.Haight Ashbury.Fire,Explosion.Haight Ashbury,9
Traffic Collision.Oceanview-Merced-Ingleside.Other,Traffic Collision.Oceanview-Merced-Ingleside,7
Traffic Collision.West of Twin Peaks.Code 3 Transport,Traffic Collision.West of Twin Peaks,42
Other.Outer Mission.SFPD,Other.Outer Mission,13
Other.Bernal Heights.Against Medical Advice,Other.Bernal Heights,5
Medical Incident.Lincoln Park.Cancelled,Medical Incident.Lincoln Park,18
Medical Incident.Inner Sunset.Other,Medical Incident.Inner Sunset,17
Medical Incident.Western Addition.Against Medical Advice,Medical Incident.Western Addition,191
Medical Incident.Russian Hill.Unable to Locate,Medical Incident.Russian Hill,69
Traffic Collision.Excelsior.Unable to Locate,Traffic Collision.Excelsior,4
Traffic Collision.Lakeshore.Fire,Traffic Collision.Lakeshore,12
Outside Fire.Bernal Heights.Unable to Locate,Outside Fire.Bernal Heights,11
Alarms.Lakeshore.No Merit,Alarms.Lakeshore,3
Outside Fire.Chinatown.Cancelled,Outside Fire.Chinatown,1
Citizen Assist - Service Call.Presidio Heights.Cancelled,Citizen Assist - Service Call.Presidio Heights,2
Traffic Collision.Pacific Heights.Cancelled,Traffic Collision.Pacific Heights,9
Water Rescue.Presidio.Code 2 Transport,Water Rescue.Presidio,40
Traffic Collision.Mission.Code 3 Transport,Traffic Collision.Mission,89
Medical Incident.Presidio.Code 3 Transport,Medical Incident.Presidio,55
Elevator - Escalator Rescue.Financial District-South Beach.No Merit,Elevator - Escalator Rescue.Financial District-South Beach,6
Medical Incident.Twin Peaks.Fire,Medical Incident.Twin Peaks,37
Gas Leak (Natural and LP Gases).Haight Ashbury.Fire,Gas Leak (Natural and LP Gases).Haight Ashbury,56
Smoke Investigation (Outside).Marina.Fire,Smoke Investigation (Outside).Marina,8
Other.Golden Gate Park.Against Medical Advice,Other.Golden Gate Park,2
Traffic Collision.Outer Mission.Patient Declined Transport,Traffic Collision.Outer Mission,81
Electrical Hazard.Twin Peaks.No Merit,Electrical Hazard.Twin Peaks,2
Other.Inner Richmond.Patient Declined Transport,Other.Inner Richmond,6
Citizen Assist - Service Call.Seacliff.Code 2 Transport,Citizen Assist - Service Call.Seacliff,2
HazMat.Inner Richmond.Fire,HazMat.Inner Richmond,3
Fuel Spill.Presidio Heights.Fire,Fuel Spill.Presidio Heights,7
Traffic Collision.Treasure Island.Duplicate,Traffic Collision.Treasure Island,2
Medical Incident.Visitacion Valley.No Merit,Medical Incident.Visitacion Valley,119
Traffic Collision.Financial District-South Beach.Other,Traffic Collision.Financial District-South Beach,27
Odor (Strange - Unknown).Visitacion Valley.Fire,Odor (Strange - Unknown).Visitacion Valley,1
Medical Incident.West of Twin Peaks.Cancelled,Medical Incident.West of Twin Peaks,141
Electrical Hazard.Visitacion Valley.Fire,Electrical Hazard.Visitacion Valley,20
Fuel Spill.Sunset-Parkside.Fire,Fuel Spill.Sunset-Parkside,19
Smoke Investigation (Outside).Nob Hill.Fire,Smoke Investigation (Outside).Nob Hill,26
Traffic Collision.Lincoln Park.Code 3 Transport,Traffic Collision.Lincoln Park,7
Medical Incident.South of Market.Code 2 Transport,Medical Incident.South of Market,19026
Vehicle Fire.Inner Sunset.Other,Vehicle Fire.Inner Sunset,2
Medical Incident.Portola.Cancelled,Medical Incident.Portola,71
Gas Leak (Natural and LP Gases).Western Addition.Patient Declined Transport,Gas Leak (Natural and LP Gases).Western Addition,4
Elevator - Escalator Rescue.West of Twin Peaks.Unable to Locate,Elevator - Escalator Rescue.West of Twin Peaks,1
Industrial Accidents.North Beach.Code 2 Transport,Industrial Accidents.North Beach,3
Citizen Assist - Service Call.Tenderloin.Fire,Citizen Assist - Service Call.Tenderloin,425
Medical Incident.Haight Ashbury.Other,Medical Incident.Haight Ashbury,35
Citizen Assist - Service Call.Sunset-Parkside.Cancelled,Citizen Assist - Service Call.Sunset-Parkside,3
Outside Fire.Western Addition.Fire,Outside Fire.Western Addition,90
Alarms.Outer Richmond.No Merit,Alarms.Outer Richmond,6
Traffic Collision.Hayes Valley.Against Medical Advice,Traffic Collision.Hayes Valley,39
Fuel Spill.Noe Valley.Unable to Locate,Fuel Spill.Noe Valley,1
Traffic Collision.Outer Richmond.Fire,Traffic Collision.Outer Richmond,14
Gas Leak (Natural and LP Gases).Glen Park.Unable to Locate,Gas Leak (Natural and LP Gases).Glen Park,1
Medical Incident.Chinatown.Duplicate,Medical Incident.Chinatown,3
Other.Russian Hill.Fire,Other.Russian Hill,48
Gas Leak (Natural and LP Gases).Inner Sunset.Fire,Gas Leak (Natural and LP Gases).Inner Sunset,34
Outside Fire.Mission Bay.SFPD,Outside Fire.Mission Bay,1
Other.South of Market.No Merit,Other.South of Market,6
Medical Incident.Tenderloin.Medical Examiner,Medical Incident.Tenderloin,631
Vehicle Fire.Twin Peaks.Fire,Vehicle Fire.Twin Peaks,2
Other.Visitacion Valley.Code 2 Transport,Other.Visitacion Valley,7
Citizen Assist - Service Call.Mission Bay.Patient Declined Transport,Citizen Assist - Service Call.Mission Bay,4
Traffic Collision.Nob Hill.Code 2 Transport,Traffic Collision.Nob Hill,155
Medical Incident.Lone Mountain-USF.Code 2 Transport,Medical Incident.Lone Mountain-USF,1498
Medical Incident.Mission.Cancelled,Medical Incident.Mission,594
Traffic Collision.Presidio.Cancelled,Traffic Collision.Presidio,10
Medical Incident.Pacific Heights.Code 3 Transport,Medical Incident.Pacific Heights,327
Structure Fire.South of Market.Fire,Structure Fire.South of Market,1553
Citizen Assist - Service Call.Nob Hill.Cancelled,Citizen Assist - Service Call.Nob Hill,3
Outside Fire.Oceanview-Merced-Ingleside.Unable to Locate,Outside Fire.Oceanview-Merced-Ingleside,1
Traffic Collision.Golden Gate Park.Other,Traffic Collision.Golden Gate Park,23
Elevator - Escalator Rescue.Lone Mountain-USF.Against Medical Advice,Elevator - Escalator Rescue.Lone Mountain-USF,2
Smoke Investigation (Outside).Bayview Hunters Point.Unable to Locate,Smoke Investigation (Outside).Bayview Hunters Point,1
Medical Incident.Twin Peaks.SFPD,Medical Incident.Twin Peaks,4
Medical Incident.Mission Bay.Against Medical Advice,Medical Incident.Mission Bay,89
Train - Rail Incident.Outer Mission.Fire,Train - Rail Incident.Outer Mission,13
Other.Glen Park.Medical Examiner,Other.Glen Park,2
Medical Incident.Tenderloin.Other,Medical Incident.Tenderloin,489
Fuel Spill.Outer Richmond.Code 2 Transport,Fuel Spill.Outer Richmond,4
Citizen Assist - Service Call.Haight Ashbury.Fire,Citizen Assist - Service Call.Haight Ashbury,45
Smoke Investigation (Outside).Treasure Island.Unable to Locate,Smoke Investigation (Outside).Treasure Island,2
Vehicle Fire.Potrero Hill.No Merit,Vehicle Fire.Potrero Hill,2
Medical Incident.Seacliff.Code 3 Transport,Medical Incident.Seacliff,31
Fuel Spill.Nob Hill.Fire,Fuel Spill.Nob Hill,2
Smoke Investigation (Outside).Sunset-Parkside.Fire,Smoke Investigation (Outside).Sunset-Parkside,21
Outside Fire.Mission.No Merit,Outside Fire.Mission,10
Medical Incident.McLaren Park.Code 3 Transport,Medical Incident.McLaren Park,8
Structure Fire.Bayview Hunters Point.Patient Declined Transport,Structure Fire.Bayview Hunters Point,13
Medical Incident.Haight Ashbury.Medical Examiner,Medical Incident.Haight Ashbury,53
Traffic Collision.Inner Richmond.Fire,Traffic Collision.Inner Richmond,9
Traffic Collision.Sunset-Parkside.Code 2 Transport,Traffic Collision.Sunset-Parkside,198
Structure Fire.Financial District-South Beach.Cancelled,Structure Fire.Financial District-South Beach,27
Alarms.Inner Richmond.No Merit,Alarms.Inner Richmond,3
Outside Fire.West of Twin Peaks.No Merit,Outside Fire.West of Twin Peaks,1
Outside Fire.Visitacion Valley.Cancelled,Outside Fire.Visitacion Valley,4
Traffic Collision.Bernal Heights.Other,Traffic Collision.Bernal Heights,40
Other.Outer Mission.Fire,Other.Outer Mission,22
"Extrication - Entrapped (Machinery, Vehicle).Japantown.Code 2 Transport","Extrication - Entrapped (Machinery, Vehicle).Japantown",7
Structure Fire.Lone Mountain-USF.Fire,Structure Fire.Lone Mountain-USF,443
Traffic Collision.Financial District-South Beach.Medical Examiner,Traffic Collision.Financial District-South Beach,6
Medical Incident.Twin Peaks.Gone on Arrival,Medical Incident.Twin Peaks,1
Fuel Spill.Mission.Other,Fuel Spill.Mission,1
Smoke Investigation (Outside).Noe Valley.Unable to Locate,Smoke Investigation (Outside).Noe Valley,2
Water Rescue.Golden Gate Park.Patient Declined Transport,Water Rescue.Golden Gate Park,9
Medical Incident.Russian Hill.Fire,Medical Incident.Russian Hill,45
Odor (Strange - Unknown).Bayview Hunters Point.Patient Declined Transport,Odor (Strange - Unknown).Bayview Hunters Point,5
Alarms.Mission.Other,Alarms.Mission,20
Smoke Investigation (Outside).Outer Richmond.No Merit,Smoke Investigation (Outside).Outer Richmond,1
Structure Fire.Outer Mission.Code 2 Transport,Structure Fire.Outer Mission,34
Electrical Hazard.Bayview Hunters Point.Patient Declined Transport,Electrical Hazard.Bayview Hunters Point,5
Medical Incident.North Beach.Other,Medical Incident.North Beach,40
Smoke Investigation (Outside).Castro-Upper Market.No Merit,Smoke Investigation (Outside).Castro-Upper Market,1
Elevator - Escalator Rescue.Lincoln Park.Fire,Elevator - Escalator Rescue.Lincoln Park,1
Medical Incident.Visitacion Valley.Code 2 Transport,Medical Incident.Visitacion Valley,1606
Citizen Assist - Service Call.Outer Mission.Other,Citizen Assist - Service Call.Outer Mission,2
Other.Mission.Cancelled,Other.Mission,33
Electrical Hazard.South of Market.Fire,Electrical Hazard.South of Market,24
Odor (Strange - Unknown).South of Market.Fire,Odor (Strange - Unknown).South of Market,8
Other.Tenderloin.Medical Examiner,Other.Tenderloin,4
Outside Fire.Golden Gate Park.Fire,Outside Fire.Golden Gate Park,101
Medical Incident.Glen Park.Other,Medical Incident.Glen Park,12
Medical Incident.South of Market.No Merit,Medical Incident.South of Market,2192
Electrical Hazard.Lone Mountain-USF.Fire,Electrical Hazard.Lone Mountain-USF,25
Alarms.Haight Ashbury.Cancelled,Alarms.Haight Ashbury,3
Citizen Assist - Service Call.Lakeshore.Against Medical Advice,Citizen Assist - Service Call.Lakeshore,8
Other.South of Market.Code 2 Transport,Other.South of Market,47
Traffic Collision.Nob Hill.No Merit,Traffic Collision.Nob Hill,20
Medical Incident.Lone Mountain-USF.No Merit,Medical Incident.Lone Mountain-USF,199
Odor (Strange - Unknown).Lone Mountain-USF.Fire,Odor (Strange - Unknown).Lone Mountain-USF,1
Medical Incident.Twin Peaks.Unable to Locate,Medical Incident.Twin Peaks,2
Structure Fire.Western Addition.Cancelled,Structure Fire.Western Addition,4
Elevator - Escalator Rescue.Mission Bay.No Merit,Elevator - Escalator Rescue.Mission Bay,3
Gas Leak (Natural and LP Gases).Haight Ashbury.Unable to Locate,Gas Leak (Natural and LP Gases).Haight Ashbury,1
Other.West of Twin Peaks.Cancelled,Other.West of Twin Peaks,7
Alarms.Nob Hill.Fire,Alarms.Nob Hill,1326
Alarms.Outer Richmond.Code 2 Transport,Alarms.Outer Richmond,4
Vehicle Fire.Bernal Heights.Against Medical Advice,Vehicle Fire.Bernal Heights,3
Other.Portola.Cancelled,Other.Portola,1
Alarms.West of Twin Peaks.Other,Alarms.West of Twin Peaks,9
Outside Fire.Bernal Heights.Fire,Outside Fire.Bernal Heights,162
Gas Leak (Natural and LP Gases).Pacific Heights.No Merit,Gas Leak (Natural and LP Gases).Pacific Heights,1
Traffic Collision.Excelsior.Fire,Traffic Collision.Excelsior,29
Traffic Collision.Lakeshore.Unable to Locate,Traffic Collision.Lakeshore,2
Traffic Collision.Twin Peaks.Patient Declined Transport,Traffic Collision.Twin Peaks,5
Medical Incident.Outer Mission.Fire,Medical Incident.Outer Mission,26
Traffic Collision.Western Addition.Other,Traffic Collision.Western Addition,9
Water Rescue.Financial District-South Beach.Patient Declined Transport,Water Rescue.Financial District-South Beach,15
Citizen Assist - Service Call.Glen Park.Fire,Citizen Assist - Service Call.Glen Park,43
Traffic Collision.Inner Sunset.Against Medical Advice,Traffic Collision.Inner Sunset,9
Water Rescue.Hayes Valley.Fire,Water Rescue.Hayes Valley,13
Electrical Hazard.Outer Mission.No Merit,Electrical Hazard.Outer Mission,1
Citizen Assist - Service Call.Inner Sunset.Unable to Locate,Citizen Assist - Service Call.Inner Sunset,1
Medical Incident.Lakeshore.Patient Declined Transport,Medical Incident.Lakeshore,296
Outside Fire.Financial District-South Beach.Fire,Outside Fire.Financial District-South Beach,595
Industrial Accidents.Tenderloin.Code 2 Transport,Industrial Accidents.Tenderloin,6
Outside Fire.Mission Bay.Unable to Locate,Outside Fire.Mission Bay,5
Medical Incident.None.Code 3 Transport,Medical Incident.None,5
Citizen Assist - Service Call.North Beach.Fire,Citizen Assist - Service Call.North Beach,54
Gas Leak (Natural and LP Gases).Hayes Valley.Fire,Gas Leak (Natural and LP Gases).Hayes Valley,62
Medical Incident.Oceanview-Merced-Ingleside.Against Medical Advice,Medical Incident.Oceanview-Merced-Ingleside,75
Structure Fire.Visitacion Valley.Fire,Structure Fire.Visitacion Valley,214
Other.Tenderloin.Other,Other.Tenderloin,3
Medical Incident.Glen Park.Medical Examiner,Medical Incident.Glen Park,30
Gas Leak (Natural and LP Gases).Japantown.Fire,Gas Leak (Natural and LP Gases).Japantown,7
Structure Fire.Presidio Heights.Patient Declined Transport,Structure Fire.Presidio Heights,10
Alarms.Tenderloin.Cancelled,Alarms.Tenderloin,7
Outside Fire.South of Market.Cancelled,Outside Fire.South of Market,3
Traffic Collision.Sunset-Parkside.No Merit,Traffic Collision.Sunset-Parkside,17
Medical Incident.North Beach.Medical Examiner,Medical Incident.North Beach,86
Alarms.Sunset-Parkside.Fire,Alarms.Sunset-Parkside,787
Vehicle Fire.Hayes Valley.Other,Vehicle Fire.Hayes Valley,2
Water Rescue.Russian Hill.Medical Examiner,Water Rescue.Russian Hill,12
Alarms.Presidio Heights.Fire,Alarms.Presidio Heights,479
Citizen Assist - Service Call.Pacific Heights.No Merit,Citizen Assist - Service Call.Pacific Heights,4
Traffic Collision.Haight Ashbury.Against Medical Advice,Traffic Collision.Haight Ashbury,6
Citizen Assist - Service Call.Bernal Heights.Patient Declined Transport,Citizen Assist - Service Call.Bernal Heights,4
Medical Incident.Potrero Hill.Code 2 Transport,Medical Incident.Potrero Hill,2240
Other.Inner Sunset.Medical Examiner,Other.Inner Sunset,2
Medical Incident.Russian Hill.Gone on Arrival,Medical Incident.Russian Hill,14
Smoke Investigation (Outside).Treasure Island.Fire,Smoke Investigation (Outside).Treasure Island,8
Medical Incident.Japantown.Other,Medical Incident.Japantown,15
Traffic Collision.None.Cancelled,Traffic Collision.None,2
Vehicle Fire.Outer Mission.Fire,Vehicle Fire.Outer Mission,14
Smoke Investigation (Outside).Sunset-Parkside.Unable to Locate,Smoke Investigation (Outside).Sunset-Parkside,1
Medical Incident.Financial District-South Beach.Against Medical Advice,Medical Incident.Financial District-South Beach,500
Traffic Collision.Noe Valley.Code 2 Transport,Traffic Collision.Noe Valley,52
Medical Incident.Outer Richmond.Patient Declined Transport,Medical Incident.Outer Richmond,267
Medical Incident.Chinatown.Code 2 Transport,Medical Incident.Chinatown,2651
Smoke Investigation (Outside).Bayview Hunters Point.Fire,Smoke Investigation (Outside).Bayview Hunters Point,74
Outside Fire.Oceanview-Merced-Ingleside.Fire,Outside Fire.Oceanview-Merced-Ingleside,41
Fuel Spill.Lakeshore.No Merit,Fuel Spill.Lakeshore,1
Medical Incident.Castro-Upper Market.Patient Declined Transport,Medical Incident.Castro-Upper Market,464
Smoke Investigation (Outside).Noe Valley.Fire,Smoke Investigation (Outside).Noe Valley,13
HazMat.Excelsior.Fire,HazMat.Excelsior,3
Citizen Assist - Service Call.Inner Richmond.Against Medical Advice,Citizen Assist - Service Call.Inner Richmond,6
Other.Excelsior.Patient Declined Transport,Other.Excelsior,12
Traffic Collision.Bayview Hunters Point.Code 2 Transport,Traffic Collision.Bayview Hunters Point,442
Other.Chinatown.No Merit,Other.Chinatown,1
Citizen Assist - Service Call.Golden Gate Park.Patient Declined Transport,Citizen Assist - Service Call.Golden Gate Park,2
Medical Incident.South of Market.Duplicate,Medical Incident.South of Market,9
Traffic Collision.Excelsior.Gone on Arrival,Traffic Collision.Excelsior,5
Medical Incident.Hayes Valley.Other,Medical Incident.Hayes Valley,44
Elevator - Escalator Rescue.Western Addition.No Merit,Elevator - Escalator Rescue.Western Addition,4
Citizen Assist - Service Call.Visitacion Valley.Code 3 Transport,Citizen Assist - Service Call.Visitacion Valley,2
Traffic Collision.Treasure Island.Code 2 Transport,Traffic Collision.Treasure Island,136
Traffic Collision.Inner Richmond.Unable to Locate,Traffic Collision.Inner Richmond,2
Medical Incident.Russian Hill.SFPD,Medical Incident.Russian Hill,17
Traffic Collision.Portola.CHP,Traffic Collision.Portola,6
Outside Fire.Western Addition.Unable to Locate,Outside Fire.Western Addition,1
Smoke Investigation (Outside).Lakeshore.No Merit,Smoke Investigation (Outside).Lakeshore,1
Citizen Assist - Service Call.Tenderloin.Unable to Locate,Citizen Assist - Service Call.Tenderloin,2
Structure Fire.Nob Hill.Patient Declined Transport,Structure Fire.Nob Hill,32
Structure Fire.Potrero Hill.Fire,Structure Fire.Potrero Hill,417
Vehicle Fire.Russian Hill.Fire,Vehicle Fire.Russian Hill,14
Medical Incident.Hayes Valley.Medical Examiner,Medical Incident.Hayes Valley,92
Explosion.Glen Park.Fire,Explosion.Glen Park,5
Elevator - Escalator Rescue.West of Twin Peaks.Fire,Elevator - Escalator Rescue.West of Twin Peaks,5
Medical Incident.Outer Mission.Gone on Arrival,Medical Incident.Outer Mission,6
Fuel Spill.Bayview Hunters Point.Fire,Fuel Spill.Bayview Hunters Point,49
Traffic Collision.Marina.No Merit,Traffic Collision.Marina,10
Medical Incident.Inner Richmond.Patient Declined Transport,Medical Incident.Inner Richmond,164
Fuel Spill.Treasure Island.Fire,Fuel Spill.Treasure Island,11
Alarms.Marina.Fire,Alarms.Marina,1278
Vehicle Fire.South of Market.No Merit,Vehicle Fire.South of Market,2
HazMat.Western Addition.Other,HazMat.Western Addition,2
Elevator - Escalator Rescue.Portola.Fire,Elevator - Escalator Rescue.Portola,1
Citizen Assist - Service Call.Japantown.Fire,Citizen Assist - Service Call.Japantown,38
Citizen Assist - Service Call.Bayview Hunters Point.Cancelled,Citizen Assist - Service Call.Bayview Hunters Point,4
Vehicle Fire.Visitacion Valley.Code 2 Transport,Vehicle Fire.Visitacion Valley,3
Other.Twin Peaks.Fire,Other.Twin Peaks,30
Medical Incident.Golden Gate Park.Against Medical Advice,Medical Incident.Golden Gate Park,54
Structure Fire.Chinatown.Fire,Structure Fire.Chinatown,281
Traffic Collision.Mission Bay.Other,Traffic Collision.Mission Bay,8
Traffic Collision.Tenderloin.Against Medical Advice,Traffic Collision.Tenderloin,67
Structure Fire.Visitacion Valley.SFPD,Structure Fire.Visitacion Valley,11
Citizen Assist - Service Call.Hayes Valley.Fire,Citizen Assist - Service Call.Hayes Valley,71
Citizen Assist - Service Call.Financial District-South Beach.Patient Declined Transport,Citizen Assist - Service Call.Financial District-South Beach,2
Gas Leak (Natural and LP Gases).North Beach.Fire,Gas Leak (Natural and LP Gases).North Beach,22
Alarms.Inner Sunset.Cancelled,Alarms.Inner Sunset,6
Citizen Assist - Service Call.Castro-Upper Market.Against Medical Advice,Citizen Assist - Service Call.Castro-Upper Market,2
Citizen Assist - Service Call.Noe Valley.Cancelled,Citizen Assist - Service Call.Noe Valley,1
Structure Fire.West of Twin Peaks.Against Medical Advice,Structure Fire.West of Twin Peaks,10
Other.Inner Sunset.Other,Other.Inner Sunset,8
Traffic Collision.Castro-Upper Market.Unable to Locate,Traffic Collision.Castro-Upper Market,8
Elevator - Escalator Rescue.Mission.Fire,Elevator - Escalator Rescue.Mission,43
Gas Leak (Natural and LP Gases).Glen Park.Fire,Gas Leak (Natural and LP Gases).Glen Park,11
Water Rescue.North Beach.Fire,Water Rescue.North Beach,82
Alarms.Lakeshore.Code 2 Transport,Alarms.Lakeshore,8
Medical Incident.Japantown.Medical Examiner,Medical Incident.Japantown,25
Medical Incident.Outer Mission.SFPD,Medical Incident.Outer Mission,27
Traffic Collision.Outer Richmond.Unable to Locate,Traffic Collision.Outer Richmond,9
Fuel Spill.Noe Valley.Fire,Fuel Spill.Noe Valley,1
Water Rescue.Presidio.No Merit,Water Rescue.Presidio,12
Medical Incident.Bernal Heights.Against Medical Advice,Medical Incident.Bernal Heights,83
Medical Incident.Glen Park.Fire,Medical Incident.Glen Park,15
"Extrication - Entrapped (Machinery, Vehicle).Oceanview-Merced-Ingleside.Cancelled","Extrication - Entrapped (Machinery, Vehicle).Oceanview-Merced-Ingleside",2
Vehicle Fire.Pacific Heights.No Merit,Vehicle Fire.Pacific Heights,2
Alarms.Financial District-South Beach.Code 2 Transport,Alarms.Financial District-South Beach,5
Electrical Hazard.South of Market.Other,Electrical Hazard.South of Market,1
Electrical Hazard.Outer Richmond.Cancelled,Electrical Hazard.Outer Richmond,1
Traffic Collision.Oceanview-Merced-Ingleside.Unable to Locate,Traffic Collision.Oceanview-Merced-Ingleside,9
Citizen Assist - Service Call.Outer Mission.Fire,Citizen Assist - Service Call.Outer Mission,38
Structure Fire.Tenderloin.No Merit,Structure Fire.Tenderloin,6
Medical Incident.North Beach.Fire,Medical Incident.North Beach,52
Mutual Aid - Assist Outside Agency.Mission.Other,Mutual Aid - Assist Outside Agency.Mission,11
Medical Incident.Hayes Valley.SFPD,Medical Incident.Hayes Valley,55
Alarms.Lakeshore.Code 3 Transport,Alarms.Lakeshore,4
Electrical Hazard.Presidio.Fire,Electrical Hazard.Presidio,5
Citizen Assist - Service Call.Lakeshore.Patient Declined Transport,Citizen Assist - Service Call.Lakeshore,13
Alarms.Mission.Fire,Alarms.Mission,2412
Medical Incident.Inner Sunset.Unable to Locate,Medical Incident.Inner Sunset,43
Medical Incident.Japantown.Gone on Arrival,Medical Incident.Japantown,16
Medical Incident.Russian Hill.Other,Medical Incident.Russian Hill,12
Medical Incident.Presidio.No Merit,Medical Incident.Presidio,21
Traffic Collision.Mission.No Merit,Traffic Collision.Mission,85
Medical Incident.Hayes Valley.Gone on Arrival,Medical Incident.Hayes Valley,20
Traffic Collision.West of Twin Peaks.No Merit,Traffic Collision.West of Twin Peaks,29
Medical Incident.Outer Mission.Medical Examiner,Medical Incident.Outer Mission,39
Traffic Collision.Excelsior.Other,Traffic Collision.Excelsior,13
Traffic Collision.Visitacion Valley.Cancelled,Traffic Collision.Visitacion Valley,5
Outside Fire.Bernal Heights.Other,Outside Fire.Bernal Heights,7
Other.Presidio.Code 2 Transport,Other.Presidio,29
Other.Nob Hill.Cancelled,Other.Nob Hill,6
Alarms.West of Twin Peaks.Fire,Alarms.West of Twin Peaks,832
Outside Fire.Inner Richmond.Fire,Outside Fire.Inner Richmond,40
Outside Fire.Sunset-Parkside.Code 2 Transport,Outside Fire.Sunset-Parkside,4
Other.Haight Ashbury.Fire,Other.Haight Ashbury,27
Medical Incident.Japantown.SFPD,Medical Incident.Japantown,6
Alarms.Portola.Fire,Alarms.Portola,121
Traffic Collision.Portola.No Merit,Traffic Collision.Portola,2
Elevator - Escalator Rescue.Marina.Fire,Elevator - Escalator Rescue.Marina,30
Smoke Investigation (Outside).Financial District-South Beach.No Merit,Smoke Investigation (Outside).Financial District-South Beach,5
Vehicle Fire.Treasure Island.Cancelled,Vehicle Fire.Treasure Island,4
Odor (Strange - Unknown).Tenderloin.Code 2 Transport,Odor (Strange - Unknown).Tenderloin,4
Traffic Collision.Bayview Hunters Point.Code 3 Transport,Traffic Collision.Bayview Hunters Point,86
Citizen Assist - Service Call.Russian Hill.Fire,Citizen Assist - Service Call.Russian Hill,63
Outside Fire.Treasure Island.Duplicate,Outside Fire.Treasure Island,3
Traffic Collision.Mission Bay.Gone on Arrival,Traffic Collision.Mission Bay,5
Outside Fire.Financial District-South Beach.Other,Outside Fire.Financial District-South Beach,2
Smoke Investigation (Outside).Bernal Heights.No Merit,Smoke Investigation (Outside).Bernal Heights,2
Alarms.Western Addition.No Merit,Alarms.Western Addition,3
Other.Inner Sunset.SFPD,Other.Inner Sunset,3
Citizen Assist - Service Call.South of Market.No Merit,Citizen Assist - Service Call.South of Market,9
Traffic Collision.Western Addition.Fire,Traffic Collision.Western Addition,17
Medical Incident.Outer Mission.Other,Medical Incident.Outer Mission,14
Traffic Collision.Excelsior.Medical Examiner,Traffic Collision.Excelsior,2
Structure Fire.Haight Ashbury.No Merit,Structure Fire.Haight Ashbury,10
Citizen Assist - Service Call.Visitacion Valley.Code 2 Transport,Citizen Assist - Service Call.Visitacion Valley,2
Vehicle Fire.Bayview Hunters Point.Cancelled,Vehicle Fire.Bayview Hunters Point,3
Other.Hayes Valley.Unable to Locate,Other.Hayes Valley,1
Traffic Collision.Treasure Island.Code 3 Transport,Traffic Collision.Treasure Island,24
HazMat.Mission Bay.Fire,HazMat.Mission Bay,3
